Clinique_Article,BaseCahpp_Article,cip_match,ucd_match,idt_match,Clinique_IDT,Clinique_CIP,Clinique_UCD,CAHPP_IDT,CAHPP_CIP,CAHPP_CIP13,CAHPP_UCD,CAHPP_UCD13
22831levodopa carbidopa entacapone 125 mg3125 mg200 mg eg cpr,"LEVODOPA /CARBIDOPA / ENTACAPONE EG 125 MG / 31,25 MG/ 200 MG BOITE DE 100 COMPRIMES",1,1,1,382374,3400930003657,3400894126782,382374,3000365,3400930003657,9412678,3400894126782
22832levodopa carbidopa entacapone 150 mg375 mg200 mg eg cpr,"LEVODOPA / CARBIDOPA / ENTACAPONE EG 150 MG / 37,5 MG / 200 MG BOITE DE 100 COMPRIMES",1,1,1,382375,3400930003381,3400894126843,382375,3000338,3400930003381,9412684,3400894126843
22997levodopa carbidopa entacapone 175 mg4375 mg200 mg eg cpr,"LEVODOPA / CARBIDOPA / ENTACAPONE  EG 175 MG / 43,75 MG/ 200 MG BOITE DE 100 COMPRIMES",1,1,1,382376,3400930003459,3400894126904,382376,3000345,3400930003459,9412690,3400894126904
22833levodopa carbidopa entacapone 200 mg50 mg200 mg eg cpr,LEVODOPA / CARBIDOPA / ENTACAPONE  EG 200 MG / 50 MG / 200 MG BOITE DE 100 COMPRIMES,1,1,1,382377,3400930003534,3400894127093,382377,3000353,3400930003534,9412709,3400894127093
14922tixtar 550 mg cpr,TIXTAR 550 MG BOITE DE 56 COMPRIMES PELLICULES,1,1,1,402268,3400930009666,3400894078036,402268,3000966,3400930009666,9407803,3400894078036
24131nicorandil 10 mg eg cpr séc,NICORANDIL EG LABO 10 MG BOITE DE 30 COMPRIMES SECABLES,1,1,1,420709,3400930008218,3400893891230,420709,3000821,3400930008218,9389123,3400893891230
17522nicorandil 20 mg eg cpr,NICORANDIL EG LABO 20 MG BOITE DE 30 COMPRIMES SECABLES,0,1,1,420710,3400830008233,3400893891469,420710,3000823,3400930008232,9389146,3400893891469
22310perindopril tertbutylamine amlodipine 8 mg5 mg eg cpr,PERINDOPRIL / AMLODIPINE EG 8 MG / 5 MG BOITE DE 90 COMPRIMES,1,1,1,422013,3400930129548,3400894359692,422013,3012954,3400930129548,9435969,3400894359692
22829ezetimibe 10 mg eg cpr,EZETIMIBE EG 10 MG BOITE DE 90 COMPRIMES CONDITIONNEMENT UNITAIRE,1,1,1,464362,3400930127353,3400894350767,464362,3012735,3400930127353,9435076,3400894350767
23270ezetimibe simvastatine 10 mg20 mg eg cpr,EZETIMIBE SIMVASTATINE EG 10 MG / 20 MG  BOITE DE 30 COMPRIMES,0,1,1,464363,3400930139998,3400894358633,464363,3011485,3400930114858,9435863,3400894358633
23271ezetimibe simvastatine 10 mg40 mg eg cpr,EZETIMIBE SIMVASTATINE EG 10 MG / 40 MG  BOITE DE 30 COMPRIMES,0,1,1,464364,3400930139943,3400894358862,464364,3011494,3400930114940,9435886,3400894358862
24081febuxostat 80 mg eg cpr,FEBUXOSTAT EG  80 MG BOITE DE 28 COMPRIMES PELLICULES CONDITIONNEMENT UNITAIRE,1,1,1,513640,3400930134085,3400894466314,513640,3013408,3400930134085,9446631,3400894466314
2476titanoreine suppo,TITANOREINE BOITE DE 12 SUPPOSITOIRES,1,1,1,32688,3400932300778,3400890934053,32688,3230077,3400932300778,9093405,3400890934053
20607pabal 100 ug1 ml sol inj flac,PABAL 100 MCG /ML  1 ML  BOITE DE 5 FLACONS VERRE,1,1,1,147893,3400955010920,3400894132066,147893,5501092,3400955010920,9413206,3400894132066
9341ferinject 500 mg10 ml sol inj ou pr perf flac,FERINJECT  50MG/ML 10ML BOITE 1 FLACON VERRE,1,1,1,236508,3400938692471,3400893527818,236508,3869247,3400938692471,9352781,3400893527818
4738flucortac 50 ug cpr séc,FLUCORTAC 50 MCG BOITE DE 60 COMPRIMES CONDITIONNEMENT UNITAIRE,1,1,1,213447,3400939060668,3400893260746,213447,3906066,3400939060668,9326074,3400893260746
742midazolam 5 mg5 ml panpharma sol inj amp,MIDAZOLAM PANPHARMA    5 MG/5 ML BOITE DE   10 AMPOULES,1,1,1,90583,3400956521678,3400892564166,90583,5652167,3400956521678,9256416,3400892564166
17004midazolam 50 mg10 ml panpharma sol inj flac,MIDAZOLAM PANPHARMA   50 MG/10 ML BOITE DE   10 FLACONS,0,1,1,90585,3400856521440,3400892564395,90585,5652144,3400956521449,9256439,3400892564395
405heparine sodique 25 000 iu5 ml panpharma sol inj iv flac,HEPARINE SODIQUE PANPHARMA  25 000 UI 5ML INJ  IV  BOITE DE 10 FLACONS,1,1,1,161172,3400955205081,3400891287301,161172,5520508,3400955205081,9128730,3400891287301
0000728ceftazidime 1 g panpharma pdr pr sol inj,CEFTAZIDIME PANPHARMA INJECTABLE 1 G  BOITE DE 10 FLACONS,1,1,1,161192,3400957909239,3400893681152,161192,5790923,3400957909239,9368115,3400893681152
729ceftazidime 2 g panpharma pdr pr sol inj,CEFTAZIDIME PANPHARMA INJECTABLE 2 G  BOITE DE 10 FLACONS,1,1,1,161193,3400957909758,3400893681213,161193,5790975,3400957909758,9368121,3400893681213
17542cefepime 2 g panpharma pdr pr sol inj iv,CEFEPIME MYLAN 2 G IV POUDRE POUR SOLUTION INJECTABLE BOITE DE 1 FLACON,0,1,1,178105,3400849476184,3400893636787,178105,3906296,3400939062969,9323644,3400893236444
613meropenem 1 g panpharma pdr pr sol inj ou pr perf,MEROPENEM PANPHARMA  1G  POUDRE POUR SOLUTION INJECTABLE   BOITE DE 10 FLACONS,1,1,1,229551,3400949125258,3400893538234,229551,4912525,3400949125258,9353823,3400893538234
0000771imipenem cilastatine 500 mg500 mg panpharma pdr pr sol pr perf,IMIPENEM/CILASTATINE PANPHARMA 500 MG/500 MG SANS SET BOITE DE 10 FLACONS,1,1,1,229799,3400957701512,3400893530887,229799,5770151,3400957701512,9353088,3400893530887
13327oxytocine 5 iu1 ml panpharma sol inj amp,OXYTOCINE PANPHARMA 5 UI POUR 1 ML SOLUTION INJECTABLE BOITE DE 10 AMPOULES,1,1,1,269507,3400958414190,3400893917527,269507,5841419,3400958414190,9391752,3400893917527
6425tamiflu 75 mg gélule,TAMIFLU 75 MG BOITE DE   10 GELULES,1,1,1,90092,3400935996299,3400892396651,90092,3599629,3400935996299,9239665,3400892396651
6785fuzeon 90 mgml pdr et solv pr sol inj flac  flac  set,FUZEON   90 MG BOITE DE   60 FLACONS,1,1,1,90102,3400936221857,3400892473574,90102,3622185,3400936221857,9247357,3400892473574
700tarceva 150 mg cpr,TARCEVA 150 MG BOITE DE 30 COMPRIMES CONDITIONNEMENT UNITAIRE,1,1,1,120602,3400936923522,3400892717463,120602,3692352,3400936923522,9271746,3400892717463
682avastin 100 mg4 ml sol à diluer pr perf flac,AVASTIN 100 MG /4 ML  BOITE DE 1 FLACON - RFA SELON VOLUME CONTACTER CAHPP,1,1,1,129263,3400956620074,3400892611044,129263,5662007,3400956620074,9261104,3400892611044
683avastin 400 mg16 ml sol à diluer pr perf flac,AVASTIN 400 MG/16 ML  BOITE DE 1 FLACON - RFA SELON VOLUME CONTACTER CAHPP,1,1,1,129264,3400956620135,3400892611105,129264,5662013,3400956620135,9261110,3400892611105
20333perjeta 420 mg14 ml sol à diluer pr perf flac,PERJETA 420 MG/14ML SOLUTION POUR PERFUSION BOITE DE 1 FLACON VERRE,1,1,1,274356,3400958463396,3400893951064,274356,5846339,3400958463396,9395106,3400893951064
20902herceptin 600 mg5 ml sol inj flac,HERCEPTIN 600 MG/5 ML SOLUTION INJECTABLE SOUS CUTANEE BOITE DE 1 FLACON,1,1,1,329932,3400958557699,3400894000372,329932,5855769,3400958557699,9400037,3400894000372
20335kadcyla 100 mg pdr pr sol à diluer pr perf,KADCYLA 100 MG POUDRE POUR PERFUSION BOITE DE 1 FLACON VERRE,1,1,1,333371,3400958576041,3400894000433,333371,5857604,3400958576041,9400043,3400894000433
20336kadcyla 160 mg pdr pr sol à diluer pr perf,KADCYLA 160 MG POUDRE POUR PERFUSION BOITE DE 1 FLACON VERRE,1,1,1,333372,3400958576102,3400894000662,333372,5857610,3400958576102,9400066,3400894000662
23169tecentriq 12 g20 ml sol à diluer pr perf flac,TECENTRIQ 1200 MG / 20 ML SOLUTION A DILUER POUR PERFUSION BOITE DE 1 FLACON,1,1,1,403675,3400955042006,3400894312628,403675,5504200,3400955042006,9431262,3400894312628
4853neoral 100 mgml sol buv flac 50 ml,NEORAL 100 MG/ML  50 ML BOITE DE 1 FLACON,1,1,1,80770,3400934633157,3400891799927,80770,3463315,3400934633157,9179992,3400891799927
5362myfortic 360 mg cpr gastrorésistant,MYFORTIC 360 MG BOITE DE 120 COMPRIMES,1,1,1,111275,3400936309197,3400892575971,111275,3630919,3400936309197,9257597,3400892575971
17498cotareg 160 mg125 mg cpr,"COTAREG 160 MG /12,5 MG BOITE DE 30 COMPRIMES ENROBES",0,1,1,111276,3400936310728,3400892592190,111276,3815665,3400938156652,9259219,3400892592190
670stalevo 100 mg25 mg200 mg cpr,STALEVO 100 MG /25 MG/200 MG BOITE DE 100 COMPRIMES,1,1,1,111284,3400936345737,3400892597973,111284,3634573,3400936345737,9259797,3400892597973
8336exforge 5 mg80 mg cpr,EXFORGE  5 MG / 80 MG BOITE DE 30 CP,1,1,1,162502,3400937817592,3400892958309,162502,3781759,3400937817592,9295830,3400892958309
11446azarga 10 mg5 mgml collyre flac 5 ml,"AZARGA (BRINZOLAMIDE 10MG/ML, TIMOLOL 5MG/ML) COLLYRE 5 ML BOITE DE 1 FLACON",1,1,1,213324,3400939126647,3400893312018,213324,3912664,3400939126647,9331201,3400893312018
11097stalevo 125 mg3125 mg200 mg cpr,"STALEVO 125 MG /31,25 MG/200 MG BOITE DE 100 COMPRIMES",1,1,1,216741,3400939442563,3400893383384,216741,3944256,3400939442563,9338338,3400893383384
7636stalevo 200 mg50 mg200 mg cpr,STALEVO 200 MG /50 MG/200 MG BOITE DE 100 COMPRIMES,1,1,1,216742,3400938538847,3400893219584,216742,3853884,3400938538847,9321958,3400893219584
9785stalevo 75 mg1875 mg200 mg cpr,"STALEVO  75 MG /18,75 MG/200 MG BOITE DE 100 COMPRIMES",1,1,1,216743,3400939441962,3400893383445,216743,3944196,3400939441962,9338344,3400893383445
12448votrient 400 mg cpr,VOTRIENT 400 MG  BOITE DE 30 COMPRIMES,1,1,1,229802,3400949131570,3400893556153,229802,4913157,3400949131570,9355615,3400893556153
22290tafinlar 50 mg gélule,TAFINLAR (DABRAFENIB) 50 MG  FLACON BOITE DE 120 GELULES,0,1,1,329732,-,3400893956267,329732,2754967,3400927549670,9395626,3400893956267
6824clamoxyl 250 mg5 ml pdr pr susp buv flac 60 ml,CLAMOXYL 250 MG POUDRE POUR SUSPENSION BUVABLE BOITE DE 1 FLACON,1,1,1,32620,3400932111282,3400890201513,32620,3211128,3400932111282,9020151,3400890201513
23517augmentin 2 g200 mg ad pdr pr sol pr perf,LEVMENTIN ( EX AUGMENTIN ) 2 GR / 200 MG POUDRE POUR SOLUTION INJECTABLE / POUR PERFUSION   BOITE DE 10 FLACONS,1,1,1,32629,3400935082077,3400891081473,32629,3508207,3400935082077,9108147,3400891081473
16352clamoxyl 1 g pdr pr sol inj ou pr perf im iv,XYLLOMAC ( EX CLAMOXYL ) 1 GR POUDRE POUR SOLUTION INJECTABLE POUR PERFUSION (IM - IV) BOITE DE 10 FLACONS,0,1,1,32643,3400855577530,3400891083484,32643,5557753,3400955577539,9108348,3400891083484
12184priorix pdr et solv pr sol inj,"PRIORIX 0,5 ML SUSPENSION INJECTABLE BOITE DE 1 FLACONS",1,1,1,32645,3400935137340,3400892135946,32645,3513734,3400935137340,9213594,3400892135946
7981engerix b 20 ug1 ml ad susp inj srg,ENGERIX B I.M. 1 ML 20 MCG/ML ADULTE BOITE DE 1 SERINGUE,1,1,1,32662,3400935166906,3400892258126,32662,3516690,3400935166906,9225812,3400892258126
5914engerix b 10 ug05 ml nour et enf susp inj srg,"ENGERIX B 10 10 MCG/0,5ML NOURRISSON/ENFANT BOITE DE 1 SERINGUE",1,1,1,32663,3400935167095,3400892258065,32663,3516709,3400935167095,9225806,3400892258065
6430avodart 05 mg caps,"AVODART  0,5 MG  BOITE  30 CAPSULES",1,1,1,89276,3400936182554,3400892508627,89276,3618255,3400936182554,9250862,3400892508627
8254seretide 12525 ugdose susp pr inhal flac 120 doses,SERETIDE  125/25?G AEROSOL  120 DOSES BOITE DE    1 FLACON,1,1,1,89294,3400935658722,3400892325224,89294,3565872,3400935658722,9232522,3400892325224
11198seretide 5025 ugdose susp pr inhal flac 120 doses,SERETIDE   50/25?G  AEROSOL  120 DOSES BOITE DE    1 FLACON,1,1,1,111296,3400935658661,3400892325453,111296,3565866,3400935658661,9232545,3400892325453
3791infanrixhexa pdr et susp pr susp inj flac  srg,INFANRIX HEXA X1 CCT BIOSET MV BOITE DE 1 FLACON + SERINGUE,1,1,1,129255,3400935495839,3400892370057,129255,3549583,3400935495839,9237005,3400892370057
14850zentel 400 mg cpr,ZENTEL 400 MG BOITE DE 1 COMPRIME CONDITIONNEMENT UNITAIRE,1,1,1,177756,3400936848269,3400892804552,177756,3684826,3400936848269,9280455,3400892804552
17077volibris 5 mg cpr,VOLIBRIS  5 MG BOITE DE 30 COMPRIMES PELLICULES - CONDITIONNEMENT UNITAIRE,0,1,1,178094,3400838657815,3400893160411,178094,3865781,3400938657814,9316041,3400893160411
18184incruse 55 ugdose pdr pr inhal récipient unidose 30 doses,INCRUSE 55 MICROGRAMMES POUDRE POUR INHALATION EN RECIPIENT UNIDOSE BOITE DE 1 INHALATEUR (30 DOSES),1,1,1,371246,3400930004647,3400894158950,371246,3000464,3400930004647,9415895,3400894158950
14796symbicort turbuhaler 100 ug6 ugdose pdr pr inhal inhal 120 doses,SYMBICORT TURBUHALER  100 / 6MCG 120 DOSES  BOITE DE 1 FLACON,1,1,1,81210,3400935658203,3400892322841,81210,3565820,3400935658203,9232284,3400892322841
598symbicort turbuhaler 400 ug12 ugdose pdr pr inhal inhal 60 doses,SYMBICORT TURBUHALER  400 / 12 MCG 60 DOSES  BOITE DE 1 FLACON,1,1,1,81211,3400935997302,3400892453644,81211,3599730,3400935997302,9245364,3400892453644
7775faslodex 250 mg5 ml sol inj srg,FASLODEX 250 MG 5 ML BOITE DE 1 SERINGUE PRE REMPLIE - H,1,1,1,110469,3400936349001,3400892610733,110469,3634900,3400936349001,9261073,3400892610733
6614inexium 10 mg granulés gastrorésistants pr susp buv sachet,INEXIUM 10 MG BOITE DE 28 SACHETS DOSES,1,1,1,221046,3400938673081,3400893465332,221046,3867308,3400938673081,9346533,3400893465332
11914komboglyze 25 mg1 000 mg cpr,"KOMBOGLYZE  2,50 MG /1000 MG BOITE DE 60 COMPRIMES",1,1,1,262650,3400922007892,3400893857113,262650,2200789,3400922007892,9385711,3400893857113
17582tagrisso 80 mg cpr,TAGRISSO 80 MG BOITE DE 30 COMPRIMES CONDITIONNEMENT UNITAIRE,1,1,1,370873,3400930047651,3400894162513,370873,3004765,3400930047651,9416251,3400894162513
24345imfinzi 500 mg10 ml sol à diluer pr perf flac,IMFINZI (DURVALUMAB) 500 MG (10ML) SOLUTION A DILUER POUR PERFUSION BOITE DE 1 FLACON,1,1,1,465520,3400955058144,3400894405450,465520,5505814,3400955058144,9440545,3400894405450
24346imfinzi 120 mg24 ml sol à diluer pr perf flac,"IMFINZI (DURVALUMAB) 120 MG (2,4ML) SOLUTION A DILUER POUR PERFUSION BOITE DE 1 FLACON",1,1,1,465521,3400955058151,3400894405511,465521,5505815,3400955058151,9440551,3400894405511
12555gadovist 1 mmolml sol inj srg 15 ml,GADOVIST 15 ML SERINGUE  BOITE DE 5 SERINGUES,0,1,1,161729,3400936080386,3400892991245,161729,5645718,3400956457182,9299124,3400892991245
4661xarelto 10 mg cpr,XARELTO 10 MG BOITE DE 100 COMPRIMES CONDITIONNEMENT UNITAIRE,0,1,1,201900,3400938838107,3400893234433,201900,5736289,3400957362898,9323443,3400893234433
10220xarelto 15 mg cpr,XARELTO 15 MG BOITE DE 100 COMPRIMES CONDITIONNEMENT UNITAIRE,0,1,1,259998,-,3400893841662,259998,5814167,3400958141676,9384166,3400893841662
10221xarelto 20 mg cpr,XARELTO 20 MG BOITE DE 100 COMPRIMES CONDITIONNEMENT UNITAIRE,0,1,1,259999,-,3400893841723,259999,5814196,3400958141966,9384172,3400893841723
11367stivarga 40 mg cpr,STIVARGA (REGORAFENIB) 40 MG  BOITE DE 3 FLACONS DE 28 COMPRIMES PELLICULES,1,1,1,272465,3400927520006,3400893956038,272465,2752000,3400927520006,9395603,3400893956038
4709actosolv 100 000 iu pdr pr sol inj ou pr perf,ACTOSOLV (UROKINASE) 100 000 UI BOITE DE 1 FLACON,1,1,1,88748,3400956510672,3400892622859,88748,5651067,3400956510672,9262285,3400892622859
15485botox 50 u allergan pdr pr sol inj,BOTOX  50 U  INJECTABLE BOITE DE 1 FLACON,1,1,1,136801,3400937083140,3400892897462,136801,3708314,3400937083140,9289746,3400892897462
5088amoxac clav 1 g125 mg sandoz ad pdr pr susp buv sachet,AMOXICILLINE ACIDE CLAVULANIQUE SANDOZ 1 GR / 125 MG BOITE DE 12 SACHETS,1,1,1,90078,3400936563278,3400892674728,90078,3656333,3400936563339,9267472,3400892674728
14339amoxac clav 100 mg125 mgml sandoz enf pdr pr susp buv flac 60 ml,"AMOXICILLINE ACIDE CLAVULANIQUE SANDOZ  100 MG / 12,5 MG/ML 60 ML  BOITE DE 1 FLACON",1,1,1,90081,3400935949165,3400892677330,90081,3594916,3400935949165,9267733,3400892677330
184amoxac clav 500 mg625 mg sandoz ad cpr,AMOXICILLINE ACIDE CLAVULANIQUE SANDOZ  500 MG / 62.5 MG  BOITE DE 24 COMPRIMES CONDITIONNEMENT UNITAIRE,1,1,1,90082,3400936089082,3400892677620,90082,3608914,3400936089143,9267762,3400892677620
211roxithromycine 150 mg sandoz cpr séc,ROXITHROMYCINE SANDOZ  150 MG BOITE DE   16 COMPRIMES,0,1,1,90107,3400936091443,3400892480787,90107,3609150,3400936091504,9248078,3400892480787
23549carbamazepine lp 200 mg sandoz cpr séc à libération prolongée,CARBAMAZEPINE SANDOZ L.P.  200 MG  BOITE DE 30 COMPRIMES,1,1,1,103546,3400934436376,3400893293744,103546,3443637,3400934436376,9329374,3400893293744
5885perindopril indapamide 2 mg0625 mg sandoz cpr,"PRETERAX 2,5MG + 0,625 MG BOITE DE 30 COMPRIMES PELLICULES",1,1,1,110349,3400949350872,3400893549810,110349,3782322,3400937823227,9334464,3400893344644
17486amoxac clav 1 g200 mg sandoz pdr pr sol inj ou pr perf iv,AMOXICILLINE ACIDE CLAVULANIQUE SANDOZ 1 GR / 200 MG SOLUTION INJECTABLE  BOITE DE 10 FLACONS,1,1,1,142877,3400937765114,3400892975047,142877,3776511,3400937765114,9297504,3400892975047
17375amoxac clav 2 g200 mg sandoz pdr pr sol pr perf,AMOXICILLINE ACIDE CLAVULANIQUE SANDOZ INJECTABLE 2 GR / 200 MG  BOITE DE 10 FLACONS,1,1,1,142878,3400937764681,3400892975108,142878,3776468,3400937764681,9297510,3400892975108
4481amoxac clav 500 mg50 mg sandoz nour et enf pdr pr sol inj iv,AMOXICILLINE ACIDE CLAVULANIQUE SANDOZ INJECTABLE  500 MG / 50 MG BOITE DE 10 FLACONS,1,1,1,161971,3400937861076,3400892976808,161971,3786107,3400937861076,9297680,3400892976808
19096paclitaxel 150 mg25 ml ebewe sol à diluer pr perf flac,PACLITAXEL EBEWE 150 MG / 25 ML  BOITE DE 1 FLACON,1,1,1,163071,3400956897858,3400892853987,163071,5689785,3400956897858,9285398,3400892853987
19097paclitaxel 300 mg50 ml ebewe sol à diluer pr perf flac,PACLITAXEL EBEWE 300 MG/50 ML BOITE DE 1 FLACON,1,1,1,163073,3400956851782,3400892854120,163073,5685178,3400956851782,9285412,3400892854120
23446binocrit 2 000 iu1 ml sol inj srg,BINOCRIT SANDOZ  2000 UI INJECTABLE 1 ML  BOITE DE 6 SERINGUES,0,1,1,179297,3400938214826,3400893112274,179297,3821499,3400938214994,9311227,3400893112274
18874binocrit 3 000 iu03 ml sol inj srg,BINOCRIT SANDOZ  3000 UI INJECTABLE 0.3 ML  BOITE DE 6 SERINGUES,0,1,1,179298,3400838215138,3400893112335,179298,3821513,3400938215137,9311233,3400893112335
17354binocrit 4 000 iu04 ml sol inj srg,BINOCRIT SANDOZ  4000 UI INJECTABLE 0.4 ML  BOITE DE 6 SERINGUES,0,1,1,179301,3400938215366,3400893112564,179301,3821542,3400938215427,9311256,3400893112564
24036binocrit 5 000 iu05 ml sol inj srg,"BINOCRIT SANDOZ  5000 UI INJECTABLE 0,5 ML  BOITE DE 6 SERINGUES",0,1,1,201266,3400938215595,3400893112625,201266,3821565,3400938215656,9311262,3400893112625
5614zarzio 30 m_u05 ml sol inj ou pr perf srg,ZARZIO 30 MUI / 0.5 ML  BOITE DE 1 SERINGUE PREREMPLIE,1,1,1,213700,3400939354415,3400893393840,213700,3935441,3400939354415,9339384,3400893393840
10877zarzio 48 m_u05 ml sol inj ou pr perf srg,ZARZIO 48 MUI / 0.5 ML  BOITE DE 1 SERINGUE PREREMPLIE,1,1,1,213701,3400939354873,3400893393901,213701,3935487,3400939354873,9339390,3400893393901
16878binocrit 30 000 iu075 ml sol inj srg  disp sécurité,BINOCRIT SANDOZ 30 000 UI INJECTABLE 0.75 ML AIGUILLE SECURISEE BOITE 1 SERINGUE,1,1,1,213706,3400949818518,3400893634547,213706,4981851,3400949818518,9363454,3400893634547
16645binocrit 40 000 iu1 ml sol inj srg  disp sécurité,BINOCRIT SANDOZ 40 000 UI INJECTABLE 1 ML AIGUILLE SECURISEE BOITE 1 SERINGUE,1,1,1,213711,3400949818747,3400893634776,213711,4981874,3400949818747,9363477,3400893634776
19425gemcitabine 2 g50 ml sandoz sol à diluer pr perf flac,GEMCITABINE SANDOZ 40MG/ML   2G/50 ML  SOLUTION A DILUER POUR PERFUSION   BOITE DE 1 FLACON,1,1,1,247100,3400957873417,3400893630464,247100,5787341,3400957873417,9363046,3400893630464
13883perindopril indapamide 4 mg125 mg sandoz cpr,"PERINDOPRIL INDAPAMIDE SANDOZ  4 MG/ 1,25 MG BOITE DE 30 COMPRIMES CONDITIONNEMENT UNITAIRE",1,1,1,255231,3400949352883,3400893549988,255231,4935288,3400949352883,9354998,3400893549988
20906risperidone 1 mg sandoz cpr orodispersible,RISPERIDONE SANDOZ ORO 1 MG BOITE DE 28 COMPRIMES ORODISPERSIBLES CONDITIONNEMENT UNITAIRE,1,1,1,267384,3400938335224,3400893192177,267384,3833522,3400938335224,9319217,3400893192177
20907risperidone 2 mg sandoz cpr orodispersible,RISPERIDONE SANDOZ ORO 2 MG BOITE DE 28 COMPRIMES ORODISPERSIBLES CONDITIONNEMENT UNITAIRE,1,1,1,267385,3400938335453,3400893192238,267385,3833545,3400938335453,9319223,3400893192238
22694candesartan 8 mg sandoz cpr séc,CANDESARTAN SANDOZ  8 MG BOITE DE 30 COMPRIMES CONDITIONNEMENT UNITAIRE,1,1,1,267394,3400939691381,3400893461600,267394,3969138,3400939691381,9346160,3400893461600
12258candesartan 16 mg sandoz cpr séc,CANDESARTAN SANDOZ 16 MG BOITE DE 30 COMPRIMES CONDITIONNEMENT UNITAIRE,0,1,1,267395,-,3400893461310,267395,3969500,3400939695006,9346131,3400893461310
13778candesartan hct 8 mg125 mg sandoz cpr,CANDESARTAN HYDROCHLOROTHIAZIDE SANDOZ 8 MG/12.5 MG BOITE DE 30 COMPRIMES CONDITIONNEMENT UNITAIRE,1,1,1,309553,3400949206254,3400893557105,309553,4920625,3400949206254,9355710,3400893557105
23458cyclophosphamide 1 000 mg sandoz pdr pr sol inj ou pr perf,CYCLOPHOSPHAMIDE SANDOZ 1000 MG  POUDRE POUR SOLUT ION INJECTABLE OU POUR PERFUSION BOITE DE 1 FLACON VERRE,1,1,1,361692,3400955001485,3400894124603,361692,5500148,3400955001485,9412460,3400894124603
20868candesartan 8 mg sandoz cpr séc,CANDESARTAN SANDOZ  8 MG BOITE DE 90 COMPRIMES CONDITIONNEMENT UNITAIRE,1,1,1,390275,3400939691961,3400893461600,390275,3969196,3400939691961,9346160,3400893461600
20871felodipine lp 5 mg sandoz cpr à libération prolongée,FELODIPINE SANDOZ LP 5 MG BOITE DE 90 COMPRIMES PELLICULES CONDITIONNEMENT UNITAIRE,1,1,1,416322,3400937859875,3400892975276,416322,3785987,3400937859875,9297527,3400892975276
830olimel n7e 1 140 kcal1 000 ml émulsion pr perf poche tricomp,OLIMEL N7 E 1000 ML  CARTON DE 6 POCHES,1,1,1,201275,3400938660593,3400893180570,201275,3866059,3400938660593,9318057,3400893180570
831olimel n7e 1 710 kcal1 500 ml émulsion pr perf poche tricomp,OLIMEL N7 E 1500 ML  CARTON DE 4 POCHES,1,1,1,201277,3400938660654,3400893180631,201277,3866065,3400938660654,9318063,3400893180631
15096tivicay 50 mg cpr,TIVICAY 50 MG BOITE DE 30 COMPRIMES,1,1,1,309487,3400927714634,3400893988664,309487,2771463,3400927714634,9398866,3400893988664
